CustomerID,Recency,Frequency,Monetary,Segment,VIP_Subsegment
13349,11,1,247.32,Promising,
13350,16,2,979.12,Promising,
13351,66,1,373.94,Promising,
13352,60,1,397.97999999999996,Promising,
13354,71,1,743.53,Promising,
13355,122,1,674.7,Promising,
13356,80,1,768.24,Promising,
13357,257,1,609.4,Churned/At-Risk,
13358,269,1,439.03,Churned/At-Risk,
13359,64,1,439.56,Promising,
13362,9,4,3090.7400000000002,Promising,
13363,18,2,992.5,Promising,
13364,71,1,134.95999999999998,Promising,
13365,34,2,2225.37,Promising,
13366,50,1,56.160000000000004,Promising,
13368,257,2,623.4,Churned/At-Risk,
13369,366,1,308.28000000000003,Churned/At-Risk,
13370,372,1,754.87,Churned/At-Risk,
13372,90,1,378.64,Promising,
13373,61,3,3312.25,Promising,
13375,89,1,778.65,Promising,
13376,99,3,1019.76,Promising,
13379,26,3,572.56,Promising,
13381,32,6,3639.31,Promising,
13382,281,1,222.99,Churned/At-Risk,
13384,31,7,4151.93,Promising,
13385,330,1,534.57,Churned/At-Risk,
13388,131,2,677.1,Promising,
13389,11,3,797.96,Promising,
13390,75,1,544.08,Promising,
13391,204,1,59.8,Churned/At-Risk,
13394,2,8,2520.02,Promising,
13395,185,1,307.72,Churned/At-Risk,
13396,29,2,1360.99,Promising,
13397,73,5,1544.13,Promising,
13398,192,1,457.34,Churned/At-Risk,
13402,127,2,621.23,Promising,
13403,18,1,75.0,Promising,
13404,1,2,252.49,Promising,
13405,74,3,572.451,Promising,
13408,2,62,28117.04,Loyal,
13410,24,5,1003.06,Promising,
13411,107,1,213.55,Promising,
13414,134,3,1390.5,Promising,
13416,44,2,712.5,Promising,
13417,5,2,640.83,Promising,
13418,12,18,6127.43,Loyal,
13419,64,1,221.06,Promising,
13420,150,2,159.85,Churned/At-Risk,
13421,40,2,1833.71,Promising,
13422,64,1,2626.3,Promising,
13425,108,3,1624.21,Promising,
13426,1,10,3641.32,Promising,
13427,19,3,582.6,Promising,
13428,10,1,201.78,Promising,
13429,11,4,1006.8,Promising,
13430,19,2,679.45,Promising,
13431,67,2,1269.1,Promising,
13434,74,2,534.24,Promising,
13435,5,7,3809.8900000000003,Promising,
13436,2,1,196.89,Promising,
13437,14,7,3408.06,Promising,
13439,255,1,283.71,Churned/At-Risk,
13441,92,1,296.64,Promising,
13447,23,3,1129.14,Promising,
13448,17,6,3534.69,Promising,
13449,24,1,291.88,Promising,
13450,27,6,2043.7199999999998,Promising,
13451,26,5,2898.2599999999998,Promising,
13452,259,2,590.0,Churned/At-Risk,
13453,166,2,356.97999999999996,Churned/At-Risk,
13455,25,2,1058.34,Promising,
13456,18,6,1766.72,Promising,
13458,7,14,9646.57,Loyal,
13460,29,2,183.44,Promising,
13461,39,3,1445.0,Promising,
13462,253,1,151.5,Churned/At-Risk,
13464,58,1,674.68,Promising,
13466,184,1,307.9,Churned/At-Risk,
13467,11,2,1071.91,Promising,
13468,2,37,5704.97,Loyal,
13470,99,2,165.0,Promising,
13471,1,4,2501.84,Promising,
13473,61,2,422.64,Promising,
13474,236,1,226.84,Churned/At-Risk,
13475,191,4,1431.78,Churned/At-Risk,
13476,179,2,1238.47,Churned/At-Risk,
13477,38,6,1454.58,Promising,
13479,201,2,300.95,Churned/At-Risk,
13481,46,5,1804.56,Promising,
13482,232,1,184.64,Churned/At-Risk,
13483,66,1,140.34,Promising,
13484,241,1,313.8,Churned/At-Risk,
13485,233,1,454.24,Churned/At-Risk,
13486,78,3,1122.41,Promising,
13487,58,3,575.4,Promising,
13488,17,13,8968.31,Loyal,
13489,105,4,449.52,Promising,
13491,52,10,1215.82,Promising,
13492,136,3,1269.84,Promising,
13493,275,2,618.63,Churned/At-Risk,
13494,312,1,316.26000000000005,Churned/At-Risk,
13495,8,5,2044.8700000000001,Promising,
13496,11,2,653.33,Promising,
13497,283,2,348.05,Churned/At-Risk,
13499,18,5,1159.11,Promising,
13500,23,3,1166.77,Promising,
13501,288,1,1340.32,Churned/At-Risk,
13502,17,3,292.0,Promising,
13503,71,1,216.85,Promising,
13504,64,1,295.93,Promising,
13505,73,4,4393.63,Promising,
13506,316,2,458.52,Churned/At-Risk,
13507,3,4,2479.16,Promising,
13508,244,1,110.97,Churned/At-Risk,
13509,9,7,979.72,Promising,
13510,1,4,1791.56,Promising,
13512,261,1,251.21,Churned/At-Risk,
13513,127,1,205.1,Promising,
13514,74,1,152.20000000000002,Promising,
13515,73,4,891.12,Promising,
13516,21,3,1389.41,Promising,
13517,60,3,2128.42,Promising,
13518,86,1,627.16,Promising,
13519,78,1,122.75,Promising,
13520,59,6,3624.35,Promising,
13521,1,3,1071.73,Promising,
13522,30,1,125.80000000000001,Promising,
13523,33,5,3964.88,Promising,
13524,41,5,680.1800000000001,Promising,
13525,15,2,628.78,Promising,
13527,34,7,2242.36,Promising,
13529,79,2,307.76,Promising,
13531,205,2,483.8,Churned/At-Risk,
13532,34,1,210.31,Promising,
13533,183,3,269.09,Churned/At-Risk,
13534,2,25,5870.08,Loyal,
13536,1,7,3444.39,Promising,
13538,43,7,1280.85,Promising,
13539,86,3,631.34,Promising,
13544,40,2,276.06,Promising,
13546,12,3,621.09,Promising,
13548,96,2,678.16,Promising,
13549,26,7,918.2,Promising,
13551,319,1,91.80000000000001,Churned/At-Risk,
13552,66,12,3740.07,Promising,
13555,74,4,4098.88,Promising,
13557,28,2,584.06,Promising,
13558,6,4,594.52,Promising,
13560,7,1,171.42000000000002,Promising,
13561,216,1,141.85999999999999,Churned/At-Risk,
13562,82,3,1799.33,Promising,
13563,84,2,777.53,Promising,
13564,144,3,1724.67,Promising,
13565,19,2,240.22,Promising,
13566,41,2,856.84,Promising,
13568,173,1,187.05,Churned/At-Risk,
13569,17,2,338.62,Promising,
13570,243,1,239.49,Churned/At-Risk,
13571,13,12,2088.94,Promising,
13572,206,1,1384.25,Churned/At-Risk,
13573,50,2,290.25,Promising,
13575,23,5,732.0699999999999,Promising,
13576,10,18,6717.34,Loyal,
13577,25,4,1687.6000000000001,Promising,
13579,15,2,467.04,Promising,
13581,309,1,118.0,Churned/At-Risk,
13583,156,1,781.03,Churned/At-Risk,
13584,307,1,142.4,Churned/At-Risk,
13587,64,1,712.4,Promising,
13588,16,9,2478.95,Promising,
13589,15,2,379.65,Promising,
13590,11,6,1981.92,Promising,
13591,65,3,1117.13,Promising,
13592,36,4,247.95999999999998,Promising,
13593,108,5,2011.88,Promising,
13594,53,1,396.97,Promising,
13596,6,2,664.11,Promising,
13598,47,1,160.04,Promising,
13599,1,21,5149.92,Loyal,
13600,312,1,219.52,Churned/At-Risk,
13601,45,2,693.32,Promising,
13602,65,1,428.89,Promising,
13603,26,1,164.34,Promising,
13606,29,3,276.75,Promising,
13607,40,1,675.51,Promising,
13610,12,7,1082.33,Promising,
13611,89,3,1154.4,Promising,
13614,24,4,1585.46,Promising,
13615,319,1,417.69,Churned/At-Risk,
13617,40,3,544.18,Promising,
13618,174,1,177.34,Churned/At-Risk,
13621,117,1,213.85,Promising,
13623,31,5,727.74,Promising,
13626,253,1,257.23,Churned/At-Risk,
13627,59,5,1638.47,Promising,
13629,23,11,7792.36,Promising,
13630,5,7,2031.78,Promising,
13631,100,11,3070.42,Promising,
13632,25,5,2118.93,Promising,
13634,33,5,1547.3600000000001,Promising,
13635,68,1,1071.03,Promising,
13636,37,5,949.12,Promising,
13637,52,3,804.3,Promising,
13638,16,1,122.64,Promising,
13639,74,1,1033.34,Promising,
13642,216,1,312.28,Churned/At-Risk,
13643,31,3,519.44,Promising,
13644,16,4,2624.26,Promising,
13645,120,1,252.1,Promising,
13647,10,4,1648.1200000000001,Promising,
13649,257,2,346.6,Churned/At-Risk,
13650,17,6,1836.34,Promising,
13651,35,2,94.2,Promising,
13652,46,3,1095.08,Promising,
13654,43,6,2707.33,Promising,
13655,114,2,932.97,Promising,
13656,165,2,379.65,Churned/At-Risk,
13657,11,2,382.14,Promising,
13658,10,5,2639.17,Promising,
13659,206,2,1563.0,Churned/At-Risk,
13662,86,3,881.26,Promising,
13663,179,1,189.47,Churned/At-Risk,
13666,60,3,84.65,Promising,
13667,149,1,299.05,Churned/At-Risk,
13668,3,21,6309.83,Loyal,
13669,51,2,218.55,Promising,
13670,75,1,349.7,Promising,
13672,301,2,186.39000000000001,Churned/At-Risk,
13673,19,2,387.44,Promising,
13675,151,2,486.82000000000005,Churned/At-Risk,
13678,152,1,232.6,Churned/At-Risk,
13680,1,4,3719.12,Promising,
13681,18,4,827.83,Promising,
13682,187,1,59.5,Churned/At-Risk,
13684,286,1,65.13,Churned/At-Risk,
13685,3,7,3119.44,Promising,
13686,183,1,72.0,Churned/At-Risk,
13689,63,1,910.0,Promising,
13690,59,1,172.25,Promising,
13692,25,3,1488.32,Promising,
13694,4,50,65039.62,Loyal,
13695,31,15,2504.13,Promising,
13697,39,1,151.29999999999998,Promising,
13699,155,1,308.58000000000004,Churned/At-Risk,
13700,26,10,2248.63,Promising,
13703,318,1,99.5,Churned/At-Risk,
13704,5,9,2308.06,Promising,
13705,8,3,711.86,Promising,
13706,303,1,330.79,Churned/At-Risk,
13707,267,2,806.41,Churned/At-Risk,
13708,271,1,285.33,Churned/At-Risk,
13709,4,13,6307.650000000001,Promising,
13710,32,1,180.48,Promising,
13711,219,2,252.06,Churned/At-Risk,
13712,247,1,228.84,Churned/At-Risk,
13715,281,5,1077.39,Churned/At-Risk,
13716,269,1,138.28,Churned/At-Risk,
13717,32,6,1445.01,Promising,
13718,246,2,306.55,Churned/At-Risk,
13719,15,5,1041.68,Promising,
13720,117,4,799.9,Promising,
13721,36,1,524.14,Promising,
13722,132,3,2375.41,Promising,
13723,217,1,199.85000000000002,Churned/At-Risk,
13725,50,8,1980.56,Promising,
13726,39,2,1079.6599999999999,Promising,
13727,29,2,333.48,Promising,
13728,37,6,1016.14,Promising,
13730,136,2,752.6,Promising,
13731,219,2,610.59,Churned/At-Risk,
13732,28,1,491.86,Promising,
13735,25,4,2883.54,Promising,
13736,5,2,729.8,Promising,
13737,200,1,339.59999999999997,Churned/At-Risk,
13739,18,1,216.9,Promising,
13740,241,1,350.75,Churned/At-Risk,
13741,72,3,668.4300000000001,Promising,
13742,17,12,3107.87,Promising,
13743,3,7,1341.6,Promising,
13744,95,2,1080.52,Promising,
13745,162,1,300.04,Churned/At-Risk,
13747,374,1,79.6,Churned/At-Risk,
13748,96,5,948.25,Promising,
13750,54,5,1647.26,Promising,
13751,288,1,296.25,Churned/At-Risk,
13752,124,6,1175.38,Promising,
13753,288,1,741.26,Churned/At-Risk,
13754,152,2,282.59999999999997,Churned/At-Risk,
13755,4,9,2108.06,Promising,
13756,2,14,5189.52,Loyal,
13758,12,7,3190.55,Promising,
13759,33,2,659.4100000000001,Promising,
13760,54,2,286.79,Promising,
13761,50,2,1070.65,Promising,
13762,219,1,306.72,Churned/At-Risk,
13763,63,1,1714.96,Promising,
13764,71,3,1519.42,Promising,
13767,2,37,17220.36,Loyal,
13769,2,10,2796.51,Promising,
13771,64,4,2634.45,Promising,
13772,34,3,1122.63,Promising,
13774,82,1,345.0,Promising,
13777,1,33,25977.16,Loyal,
13778,103,1,178.7,Promising,
13780,7,2,360.01,Promising,
13781,251,1,127.84,Churned/At-Risk,
13782,13,6,908.86,Promising,
13784,10,11,2462.79,Promising,
13786,367,1,230.39999999999998,Churned/At-Risk,
13787,76,2,309.04,Promising,
13790,4,1,348.8,Promising,
13791,128,2,1516.0,Promising,
13792,66,2,195.55,Promising,
13798,1,57,37153.85,Loyal,
13799,117,2,688.86,Promising,
13800,310,1,558.32,Churned/At-Risk,
13801,67,1,324.8,Promising,
13802,139,3,4599.42,Promising,
13803,255,1,277.07,Churned/At-Risk,
13804,31,7,2588.39,Promising,
13805,52,2,924.6,Promising,
13806,64,1,256.38,Promising,
13807,367,1,112.6,Churned/At-Risk,
13808,6,5,1747.66,Promising,
13809,305,1,155.05,Churned/At-Risk,
13810,29,3,1499.01,Promising,
13811,184,3,814.5,Churned/At-Risk,
13812,42,3,539.0,Promising,
13813,40,4,1366.8600000000001,Promising,
13814,92,2,1579.12,Promising,
13815,22,4,4027.36,Promising,
13816,24,2,571.6700000000001,Promising,
13817,29,2,382.98,Promising,
13819,302,3,1140.35,Churned/At-Risk,
13821,145,2,385.64,Churned/At-Risk,
13822,6,2,632.0,Promising,
13823,19,2,957.66,Promising,
13824,33,5,1698.94,Promising,
13826,176,1,189.5,Churned/At-Risk,
13827,58,3,409.8,Promising,
13828,22,1,209.49,Promising,
13831,16,6,2198.45,Promising,
13832,19,1,52.199999999999996,Promising,
13833,159,1,383.85,Churned/At-Risk,
13835,25,4,834.57,Promising,
13837,212,2,266.59000000000003,Churned/At-Risk,
13838,6,4,674.82,Promising,
13841,253,1,85.0,Churned/At-Risk,
13842,59,9,3385.62,Promising,
13844,11,1,361.62,Promising,
13845,65,1,312.98,Promising,
13846,25,3,865.0600000000001,Promising,
13848,92,3,1255.0,Promising,
13849,52,2,1537.95,Promising,
13850,129,1,1595.48,Promising,
13851,96,3,2651.46,Promising,
13853,57,1,1090.14,Promising,
13854,9,25,8109.5199999999995,Loyal,
13856,169,3,388.5,Churned/At-Risk,
13858,57,1,216.17,Promising,
13859,326,1,201.16,Churned/At-Risk,
13860,1,5,1245.9,Promising,
13862,18,8,2209.36,Promising,
13863,248,1,305.78,Churned/At-Risk,
13865,58,4,501.56,Promising,
13866,74,1,145.67000000000002,Promising,
13867,31,3,1005.09,Promising,
13868,7,2,3192.54,Promising,
13869,123,4,3083.65,Promising,
13870,2,8,2770.94,Promising,
13871,23,13,6403.25,Promising,
13873,120,3,389.6,Promising,
13874,358,1,540.45,Churned/At-Risk,
13875,54,5,1786.79,Promising,
13876,64,1,122.7,Promising,
13877,86,1,117.24,Promising,
13878,55,1,1271.57,Promising,
13880,21,13,3219.77,Promising,
13881,4,20,17159.52,Loyal,
13882,3,5,1191.13,Promising,
13883,11,5,2674.48,Promising,
13884,7,5,787.6,Promising,
13885,189,2,506.8,Churned/At-Risk,
13886,71,1,243.56,Promising,
13887,204,1,349.55,Churned/At-Risk,
13888,120,2,595.67,Promising,
13889,93,1,416.90000000000003,Promising,
13890,1,10,1883.8100000000002,Promising,
13892,27,4,632.97,Promising,
13893,298,1,821.1,Churned/At-Risk,
13894,24,3,564.62,Promising,
13895,28,4,2593.07,Promising,
13897,50,1,311.16,Promising,
13898,326,1,155.93,Churned/At-Risk,
13899,16,2,388.52,Promising,
13900,183,3,740.95,Churned/At-Risk,
13901,72,5,2867.2,Promising,
13904,37,2,332.64,Promising,
13908,80,4,2369.55,Promising,
13911,57,9,2580.91,Promising,
13914,12,2,626.45,Promising,
13917,50,2,272.04,Promising,
13918,50,2,1212.8400000000001,Promising,
13919,59,2,384.81,Promising,
13922,352,1,172.25,Churned/At-Risk,
13923,54,1,351.13,Promising,
13924,2,6,1838.8500000000001,Promising,
13925,93,4,678.25,Promising,
13926,23,1,223.85000000000002,Promising,
13927,75,1,348.99,Promising,
13928,11,4,464.57,Promising,
13929,169,2,842.65,Churned/At-Risk,
13930,58,2,337.34,Promising,
13931,96,2,1237.53,Promising,
13932,295,1,307.4,Churned/At-Risk,
13933,109,2,608.7900000000001,Promising,
13934,264,1,922.1,Churned/At-Risk,
13936,180,1,376.58,Churned/At-Risk,
13937,169,1,158.85,Churned/At-Risk,
13938,35,1,71.66,Promising,
13939,23,3,568.55,Promising,
13940,17,4,839.14,Promising,
13941,22,5,5112.96,Promising,
13946,79,3,561.5699999999999,Promising,
13947,65,1,90.6,Promising,
13948,361,1,102.0,Churned/At-Risk,
13949,3,6,2427.32,Promising,
13950,11,4,745.06,Promising,
13951,176,3,674.45,Churned/At-Risk,
13952,218,2,3251.071,Churned/At-Risk,
13953,7,7,3515.68,Promising,
13954,2,2,439.92,Promising,
13955,154,2,322.96,Churned/At-Risk,
13956,5,5,1019.27,Promising,
13959,79,3,594.04,Promising,
13960,21,2,230.22,Promising,
13962,22,2,169.55,Promising,
13963,308,4,664.54,Churned/At-Risk,
13967,146,1,80.7,Churned/At-Risk,
13969,7,18,9024.17,Loyal,
13971,19,8,2758.26,Promising,
13972,71,2,190.25,Promising,
13973,287,1,264.7,Churned/At-Risk,
13974,49,1,413.59000000000003,Promising,
13975,31,6,2461.2400000000002,Promising,
13976,207,1,357.98,Churned/At-Risk,
13978,15,2,196.79000000000002,Promising,
13979,73,1,869.87,Promising,
13980,60,1,200.14,Promising,
13982,39,4,1871.81,Promising,
13983,30,12,2603.43,Promising,
13984,27,5,920.51,Promising,
13985,4,15,7060.13,Loyal,
13986,17,1,320.46,Promising,
13988,20,6,4147.96,Promising,
13989,66,2,1266.08,Promising,
13990,213,1,311.3,Churned/At-Risk,
13991,12,6,852.88,Promising,
13992,30,1,76.8,Promising,
13993,43,9,3466.36,Promising,
13994,4,6,2274.14,Promising,
13995,15,5,1393.69,Promising,
13999,10,12,3901.81,Promising,
14000,211,1,635.66,Churned/At-Risk,
14001,46,3,2043.0800000000002,Promising,
14002,134,2,529.73,Promising,
14004,43,7,4582.64,Promising,
14005,10,5,2874.72,Promising,
14006,116,3,962.19,Promising,
14009,198,2,695.61,Churned/At-Risk,
14012,278,1,328.8,Churned/At-Risk,
14013,110,3,473.02,Promising,
14014,77,1,505.18,Promising,
14015,53,1,917.34,Promising,
14016,162,4,4341.21,Churned/At-Risk,
14019,47,3,1421.61,Promising,
14020,17,2,642.8,Promising,
14021,155,3,631.9,Churned/At-Risk,
14022,225,1,440.0,Churned/At-Risk,
14023,7,2,584.07,Promising,
14024,122,2,327.7,Promising,
14027,61,1,104.82,Promising,
14029,63,2,467.66,Promising,
14030,18,8,2358.84,Promising,
14031,7,19,17286.86,Loyal,
14032,2,11,2975.59,Promising,
14034,22,3,648.89,Promising,
14035,29,5,1428.02,Promising,
14036,285,1,626.65,Churned/At-Risk,
14037,176,2,147.20000000000002,Churned/At-Risk,
14038,78,3,1560.38,Promising,
14039,33,1,152.2,Promising,
14040,41,12,3560.32,Promising,
14041,266,1,141.41,Churned/At-Risk,
14044,27,4,646.42,Promising,
14045,109,4,1659.75,Promising,
14046,284,1,154.99,Churned/At-Risk,
14047,9,5,1308.6100000000001,Promising,
14048,305,1,409.93,Churned/At-Risk,
14049,17,4,5578.72,Promising,
14050,32,2,746.36,Promising,
14051,1,23,15610.390000000001,Loyal,
14052,20,1,225.36,Promising,
14053,124,2,260.25,Promising,
14054,65,1,92.46,Promising,
14055,106,1,725.6400000000001,Promising,
14056,1,23,8152.71,Loyal,
14057,24,17,6211.66,Loyal,
14059,267,1,183.6,Churned/At-Risk,
14060,5,19,6140.42,Loyal,
14062,10,12,10464.85,Loyal,
14064,29,5,1334.34,Promising,
14066,267,1,152.55,Churned/At-Risk,
14067,64,2,374.7,Promising,
14068,320,1,265.85,Churned/At-Risk,
14071,4,8,1437.57,Promising,
14073,32,1,151.04,Promising,
14075,5,3,942.26,Promising,
14076,129,1,118.67,Promising,
14077,41,5,499.41999999999996,Promising,
14078,102,6,1049.37,Promising,
14079,125,1,375.1,Promising,
14080,33,1,45.599999999999994,Promising,
14081,302,2,921.62,Churned/At-Risk,
14082,365,1,182.25,Churned/At-Risk,
14083,4,9,1002.9,Promising,
14085,2,18,4421.29,Loyal,
14087,3,1,191.47,Promising,
14088,10,13,50491.81,Loyal,
14089,57,1,158.75,Promising,
14090,325,1,76.32000000000001,Churned/At-Risk,
14092,8,14,4076.91,Promising,
14093,12,1,433.86,Promising,
14096,4,17,65164.79,Loyal,
14098,37,1,147.35,Promising,
14099,16,11,3104.17,Promising,
14100,138,1,191.95000000000002,Promising,
14101,74,6,5976.79,Promising,
14102,5,5,1105.8799999999999,Promising,
14104,155,2,216.20999999999998,Churned/At-Risk,
14105,239,1,1266.23,Churned/At-Risk,
14107,52,7,2703.23,Promising,
14108,31,2,597.91,Promising,
14109,73,1,144.2,Promising,
14110,4,12,5683.15,Promising,
14111,14,4,692.85,Promising,
14112,23,7,2915.15,Promising,
14113,4,4,1840.42,Promising,
14114,274,2,386.53,Churned/At-Risk,
14116,20,5,1382.74,Promising,
14117,144,1,90.0,Churned/At-Risk,
14121,4,4,2780.15,Promising,
14124,84,1,419.58000000000004,Promising,
14125,11,3,2720.63,Promising,
14126,8,3,706.1300000000001,Promising,
14127,123,3,709.71,Promising,
14128,61,2,637.5,Promising,
14129,2,5,1123.8600000000001,Promising,
14130,319,1,480.91,Churned/At-Risk,
14132,2,11,3586.0299999999997,Promising,
14133,130,3,605.64,Promising,
14135,2,15,4690.31,Loyal,
14138,2,2,965.8800000000001,Promising,
14139,46,1,415.82,Promising,
14140,4,2,935.05,Promising,
14141,3,4,915.13,Promising,
14142,373,1,311.81,Churned/At-Risk,
14143,134,1,115.8,Promising,
14145,47,4,3742.2,Promising,
14146,9,5,4191.0,Promising,
14147,78,2,483.4,Promising,
14148,234,1,157.2,Churned/At-Risk,
14149,221,1,446.62,Churned/At-Risk,
14150,36,2,658.64,Promising,
14152,75,2,621.29,Promising,
14154,239,2,1345.62,Churned/At-Risk,
14155,266,1,118.75,Churned/At-Risk,
14156,10,55,117210.08,VIP,At-Risk VIPs
14157,20,2,424.89000000000004,Promising,
14158,40,1,507.66,Promising,
14159,20,11,4630.35,Promising,
14161,216,3,1097.6200000000001,Churned/At-Risk,
14162,174,2,289.36,Churned/At-Risk,
14163,87,4,2445.91,Promising,
14164,71,2,1631.77,Promising,
14165,276,1,120.44,Churned/At-Risk,
14167,39,4,562.59,Promising,
14171,98,1,363.79,Promising,
14173,11,4,450.84,Promising,
14174,33,1,134.46,Promising,
14175,60,3,3222.3,Promising,
14176,297,4,576.9000000000001,Churned/At-Risk,
14177,86,4,549.46,Promising,
14178,9,7,1600.26,Promising,
14179,41,2,701.57,Promising,
14180,11,25,4748.52,Loyal,
14184,67,1,452.89,Promising,
14185,331,1,197.65,Churned/At-Risk,
14188,31,6,2054.36,Promising,
14189,2,15,4654.08,Loyal,
14191,2,13,4684.76,Promising,
14193,68,2,853.39,Promising,
14194,5,21,11349.52,Loyal,
14195,202,2,1012.0,Churned/At-Risk,
14196,107,1,335.52,Promising,
14198,18,4,701.4,Promising,
14199,218,1,185.39999999999998,Churned/At-Risk,
14201,60,7,747.44,Promising,
14204,2,1,150.61,Promising,
14205,17,2,466.7,Promising,
14206,239,1,328.15999999999997,Churned/At-Risk,
14208,95,1,151.74,Promising,
14209,11,6,2073.43,Promising,
14210,106,6,1905.8400000000001,Promising,
14211,53,9,2241.1,Promising,
14212,90,1,1070.48,Promising,
14214,31,5,1004.38,Promising,
14215,12,6,1789.72,Promising,
14216,3,4,1839.3,Promising,
14217,2,17,2004.98,Loyal,
14218,43,1,169.48000000000002,Promising,
14219,4,1,89.94,Promising,
14220,247,2,632.4,Churned/At-Risk,
14221,42,9,3432.8,Promising,
14222,177,1,683.17,Churned/At-Risk,
14223,92,3,991.13,Promising,
14224,110,4,1009.73,Promising,
14226,29,5,2214.79,Promising,
14227,26,10,3350.96,Promising,
14229,52,3,1547.2,Promising,
14231,184,3,925.71,Churned/At-Risk,
14232,43,5,2048.07,Promising,
14233,49,4,1462.72,Promising,
14234,22,4,754.12,Promising,
14235,75,5,3144.86,Promising,
14236,81,2,490.86,Promising,
14237,373,1,161.0,Churned/At-Risk,
14238,326,1,146.85,Churned/At-Risk,
14239,43,11,2380.85,Promising,
14240,30,2,890.34,Promising,
14241,184,1,213.70000000000002,Churned/At-Risk,
14242,235,2,280.55,Churned/At-Risk,
14243,9,10,2588.77,Promising,
14245,220,2,1693.45,Churned/At-Risk,
14246,111,3,1474.06,Promising,
14247,278,1,136.76999999999998,Churned/At-Risk,
14248,318,1,302.58,Churned/At-Risk,
14250,7,3,1904.05,Promising,
14251,2,5,2879.7000000000003,Promising,
14256,260,2,969.0600000000001,Churned/At-Risk,
14257,64,5,3099.7200000000003,Promising,
14258,9,9,12669.98,Promising,
14259,142,1,120.0,Promising,
14261,51,2,1163.45,Promising,
14262,8,8,2618.23,Promising,
14264,155,2,333.97,Churned/At-Risk,
14265,109,2,530.18,Promising,
14267,163,3,1516.24,Churned/At-Risk,
14270,332,1,492.65000000000003,Churned/At-Risk,
14271,226,1,112.32,Churned/At-Risk,
14272,74,2,437.96,Promising,
14273,51,4,559.97,Promising,
14276,99,3,1119.74,Promising,
14277,15,3,4188.0,Promising,
14280,197,1,134.04,Churned/At-Risk,
14282,3,15,3701.44,Loyal,
14284,31,2,595.25,Promising,
14285,21,4,1910.01,Promising,
14286,24,3,4628.75,Promising,
14287,8,3,176.63,Promising,
14288,213,1,426.6,Churned/At-Risk,
14289,9,6,911.26,Promising,
14290,11,5,2314.65,Promising,
14291,2,11,3883.25,Promising,
14292,8,9,4871.93,Promising,
14293,3,4,1046.56,Promising,
14295,40,1,166.20000000000002,Promising,
14297,18,4,1305.33,Promising,
14298,8,44,51527.3,Loyal,
14299,8,9,3965.62,Promising,
14300,19,1,43.2,Promising,
14301,117,1,640.14,Promising,
14304,223,1,383.45,Churned/At-Risk,
14305,71,3,1858.96,Promising,
14306,51,2,2093.32,Promising,
14307,89,6,2995.72,Promising,
14309,8,9,2352.53,Promising,
14311,243,1,310.26,Churned/At-Risk,
14312,47,6,1611.59,Promising,
14314,107,1,120.0,Promising,
14315,45,6,2481.13,Promising,
14317,65,1,508.58000000000004,Promising,
14320,207,2,477.79,Churned/At-Risk,
14321,11,5,1530.75,Promising,
14323,115,2,605.0600000000001,Promising,
14326,242,1,183.85,Churned/At-Risk,
14327,163,1,311.65,Churned/At-Risk,
14329,17,7,4975.24,Promising,
14331,124,2,462.65999999999997,Promising,
14332,23,3,840.21,Promising,
14333,68,1,415.2,Promising,
14334,17,8,2552.21,Promising,
14335,16,2,454.86,Promising,
14336,17,4,1614.91,Promising,
14338,161,2,588.22,Churned/At-Risk,
14339,243,1,309.52,Churned/At-Risk,
14340,219,1,134.7,Churned/At-Risk,
14341,45,8,2166.98,Promising,
14342,21,4,668.5600000000001,Promising,
14344,127,8,889.9300000000001,Promising,
14345,39,1,108.97999999999999,Promising,
14346,121,2,1021.58,Promising,
14348,260,1,409.57,Churned/At-Risk,
14349,10,1,133.5,Promising,
14350,274,1,282.93,Churned/At-Risk,
14351,165,1,51.0,Churned/At-Risk,
14352,157,4,1078.96,Churned/At-Risk,
14353,215,1,90.6,Churned/At-Risk,
14354,6,2,163.62,Promising,
14355,366,1,174.4,Churned/At-Risk,
14356,80,2,701.23,Promising,
14357,43,1,225.12,Promising,
14359,19,3,912.18,Promising,
14360,32,4,2118.03,Promising,
14362,22,1,151.5,Promising,
14364,109,8,3717.35,Promising,
14367,8,16,9227.82,Loyal,
14368,320,1,155.0,Churned/At-Risk,
14371,295,1,100.5,Churned/At-Risk,
14373,358,1,76.55,Churned/At-Risk,
14375,185,1,235.56,Churned/At-Risk,
14377,191,2,617.05,Churned/At-Risk,
14379,44,2,348.1,Promising,
14381,52,1,202.68,Promising,
14382,26,1,615.49,Promising,
14383,38,3,1247.69,Promising,
14385,9,3,202.11,Promising,
14386,297,1,142.4,Churned/At-Risk,
14387,33,3,1727.6,Promising,
14388,10,8,3212.84,Promising,
14389,65,2,1043.46,Promising,
14390,10,9,4642.57,Promising,
14393,218,1,67.95,Churned/At-Risk,
14395,2,9,3479.91,Promising,
14396,65,2,487.99,Promising,
14397,3,19,2612.96,Loyal,
14400,149,1,574.7,Churned/At-Risk,
14401,4,13,4051.48,Promising,
14403,130,4,1475.81,Promising,
14404,34,6,1449.32,Promising,
14406,119,1,156.75,Promising,
14407,107,6,2157.73,Promising,
14408,11,7,2599.03,Promising,
14409,71,6,2059.4500000000003,Promising,
14410,92,9,1100.27,Promising,
14411,311,1,1063.0,Churned/At-Risk,
14412,43,2,770.03,Promising,
